Sub_1,Sub_2,Sub_3,Sub_4,Sum,course,school,comb
24,98,17,57,196,radiography,Health Sciences,24 98 17 57 Health Sciences 196
80,89,13,14,196,radiography,Health Sciences,80 89 13 14 Health Sciences 196
53,31,27,85,196,radiography,Health Sciences,53 31 27 85 Health Sciences 196
55,2,42,97,196,radiography,Health Sciences,55 2 42 97 Health Sciences 196
38,19,45,94,196,radiography,Health Sciences,38 19 45 94 Health Sciences 196
36,18,43,99,196,radiography,Health Sciences,36 18 43 99 Health Sciences 196
29,73,87,7,196,radiography,Health Sciences,29 73 87 7 Health Sciences 196
12,82,71,31,196,radiography,Health Sciences,12 82 71 31 Health Sciences 196
27,78,37,54,196,radiography,Health Sciences,27 78 37 54 Health Sciences 196
48,66,37,45,196,radiography,Health Sciences,48 66 37 45 Health Sciences 196
50,22,81,43,196,radiography,Health Sciences,50 22 81 43 Health Sciences 196
40,64,50,42,196,radiography,Health Sciences,40 64 50 42 Health Sciences 196
14,73,58,51,196,radiography,Health Sciences,14 73 58 51 Health Sciences 196
42,36,35,83,196,radiography,Health Sciences,42 36 35 83 Health Sciences 196
87,97,10,2,196,radiography,Health Sciences,87 97 10 2 Health Sciences 196
0,72,85,39,196,radiography,Health Sciences,0 72 85 39 Health Sciences 196
78,30,26,62,196,radiography,Health Sciences,78 30 26 62 Health Sciences 196
66,81,11,38,196,radiography,Health Sciences,66 81 11 38 Health Sciences 196
92,15,64,25,196,radiography,Health Sciences,92 15 64 25 Health Sciences 196
35,76,16,69,196,radiography,Health Sciences,35 76 16 69 Health Sciences 196
93,8,57,38,196,radiography,Health Sciences,93 8 57 38 Health Sciences 196
78,8,52,58,196,radiography,Health Sciences,78 8 52 58 Health Sciences 196
50,52,62,32,196,radiography,Health Sciences,50 52 62 32 Health Sciences 196
16,74,68,39,197,radiography,Health Sciences,16 74 68 39 Health Sciences 197
54,36,57,50,197,radiography,Health Sciences,54 36 57 50 Health Sciences 197
94,15,64,24,197,radiography,Health Sciences,94 15 64 24 Health Sciences 197
50,55,84,8,197,radiography,Health Sciences,50 55 84 8 Health Sciences 197
73,45,47,32,197,radiography,Health Sciences,73 45 47 32 Health Sciences 197
29,50,74,44,197,radiography,Health Sciences,29 50 74 44 Health Sciences 197
69,22,21,85,197,radiography,Health Sciences,69 22 21 85 Health Sciences 197
86,24,34,53,197,radiography,Health Sciences,86 24 34 53 Health Sciences 197
46,71,62,18,197,radiography,Health Sciences,46 71 62 18 Health Sciences 197
50,82,1,64,197,radiography,Health Sciences,50 82 1 64 Health Sciences 197
64,25,31,77,197,radiography,Health Sciences,64 25 31 77 Health Sciences 197
90,29,68,10,197,radiography,Health Sciences,90 29 68 10 Health Sciences 197
65,84,14,34,197,radiography,Health Sciences,65 84 14 34 Health Sciences 197
72,20,8,97,197,radiography,Health Sciences,72 20 8 97 Health Sciences 197
90,26,31,50,197,radiography,Health Sciences,90 26 31 50 Health Sciences 197
40,39,55,63,197,radiography,Health Sciences,40 39 55 63 Health Sciences 197
12,34,99,52,197,radiography,Health Sciences,12 34 99 52 Health Sciences 197
91,0,76,30,197,radiography,Health Sciences,91 0 76 30 Health Sciences 197
69,38,58,32,197,radiography,Health Sciences,69 38 58 32 Health Sciences 197
6,100,6,85,197,radiography,Health Sciences,6 100 6 85 Health Sciences 197
99,2,26,70,197,radiography,Health Sciences,99 2 26 70 Health Sciences 197
29,54,78,36,197,radiography,Health Sciences,29 54 78 36 Health Sciences 197
62,24,95,16,197,radiography,Health Sciences,62 24 95 16 Health Sciences 197
44,67,66,20,197,radiography,Health Sciences,44 67 66 20 Health Sciences 197
48,14,65,70,197,radiography,Health Sciences,48 14 65 70 Health Sciences 197
35,43,54,65,197,radiography,Health Sciences,35 43 54 65 Health Sciences 197
48,72,25,52,197,radiography,Health Sciences,48 72 25 52 Health Sciences 197
43,68,66,20,197,radiography,Health Sciences,43 68 66 20 Health Sciences 197
57,99,24,17,197,radiography,Health Sciences,57 99 24 17 Health Sciences 197
7,59,59,72,197,radiography,Health Sciences,7 59 59 72 Health Sciences 197
87,36,45,29,197,radiography,Health Sciences,87 36 45 29 Health Sciences 197
46,88,46,17,197,radiography,Health Sciences,46 88 46 17 Health Sciences 197
39,42,50,66,197,radiography,Health Sciences,39 42 50 66 Health Sciences 197
69,74,23,31,197,radiography,Health Sciences,69 74 23 31 Health Sciences 197
9,46,60,82,197,radiography,Health Sciences,9 46 60 82 Health Sciences 197
40,70,27,60,197,radiography,Health Sciences,40 70 27 60 Health Sciences 197
9,64,36,88,197,radiography,Health Sciences,9 64 36 88 Health Sciences 197
17,42,61,77,197,radiography,Health Sciences,17 42 61 77 Health Sciences 197
97,3,62,35,197,radiography,Health Sciences,97 3 62 35 Health Sciences 197
22,17,69,90,198,radiography,Health Sciences,22 17 69 90 Health Sciences 198
41,65,53,39,198,radiography,Health Sciences,41 65 53 39 Health Sciences 198
75,37,20,66,198,radiography,Health Sciences,75 37 20 66 Health Sciences 198
97,49,23,29,198,radiography,Health Sciences,97 49 23 29 Health Sciences 198
45,2,91,60,198,radiography,Health Sciences,45 2 91 60 Health Sciences 198
4,39,94,61,198,radiography,Health Sciences,4 39 94 61 Health Sciences 198
51,54,40,53,198,radiography,Health Sciences,51 54 40 53 Health Sciences 198
59,99,14,26,198,radiography,Health Sciences,59 99 14 26 Health Sciences 198
66,38,85,9,198,radiography,Health Sciences,66 38 85 9 Health Sciences 198
84,18,93,3,198,radiography,Health Sciences,84 18 93 3 Health Sciences 198
98,13,2,85,198,radiography,Health Sciences,98 13 2 85 Health Sciences 198
43,70,32,53,198,radiography,Health Sciences,43 70 32 53 Health Sciences 198
55,38,37,68,198,radiography,Health Sciences,55 38 37 68 Health Sciences 198
80,25,59,34,198,radiography,Health Sciences,80 25 59 34 Health Sciences 198
62,90,16,30,198,radiography,Health Sciences,62 90 16 30 Health Sciences 198
26,76,81,15,198,radiography,Health Sciences,26 76 81 15 Health Sciences 198
13,70,43,72,198,radiography,Health Sciences,13 70 43 72 Health Sciences 198
94,57,38,9,198,radiography,Health Sciences,94 57 38 9 Health Sciences 198
91,38,38,31,198,radiography,Health Sciences,91 38 38 31 Health Sciences 198
79,1,69,49,198,radiography,Health Sciences,79 1 69 49 Health Sciences 198
72,3,53,70,198,radiography,Health Sciences,72 3 53 70 Health Sciences 198
65,14,31,88,198,radiography,Health Sciences,65 14 31 88 Health Sciences 198
92,2,89,15,198,radiography,Health Sciences,92 2 89 15 Health Sciences 198
73,41,31,53,198,radiography,Health Sciences,73 41 31 53 Health Sciences 198
21,70,59,48,198,radiography,Health Sciences,21 70 59 48 Health Sciences 198
52,24,51,71,198,radiography,Health Sciences,52 24 51 71 Health Sciences 198
67,11,60,60,198,radiography,Health Sciences,67 11 60 60 Health Sciences 198
50,77,18,53,198,radiography,Health Sciences,50 77 18 53 Health Sciences 198
18,80,51,49,198,radiography,Health Sciences,18 80 51 49 Health Sciences 198
34,22,43,99,198,radiography,Health Sciences,34 22 43 99 Health Sciences 198
16,82,38,62,198,radiography,Health Sciences,16 82 38 62 Health Sciences 198
50,39,97,12,198,radiography,Health Sciences,50 39 97 12 Health Sciences 198
67,48,9,74,198,radiography,Health Sciences,67 48 9 74 Health Sciences 198
71,23,6,99,199,radiography,Health Sciences,71 23 6 99 Health Sciences 199
29,54,17,99,199,radiography,Health Sciences,29 54 17 99 Health Sciences 199
48,34,36,81,199,radiography,Health Sciences,48 34 36 81 Health Sciences 199
62,45,42,50,199,radiography,Health Sciences,62 45 42 50 Health Sciences 199
60,37,82,20,199,radiography,Health Sciences,60 37 82 20 Health Sciences 199
36,0,78,85,199,radiography,Health Sciences,36 0 78 85 Health Sciences 199
85,29,32,53,199,radiography,Health Sciences,85 29 32 53 Health Sciences 199
60,36,34,69,199,radiography,Health Sciences,60 36 34 69 Health Sciences 199
98,16,72,13,199,radiography,Health Sciences,98 16 72 13 Health Sciences 199
26,27,70,76,199,radiography,Health Sciences,26 27 70 76 Health Sciences 199
29,30,66,74,199,radiography,Health Sciences,29 30 66 74 Health Sciences 199
56,28,64,51,199,radiography,Health Sciences,56 28 64 51 Health Sciences 199
91,86,11,11,199,radiography,Health Sciences,91 86 11 11 Health Sciences 199
22,86,52,39,199,radiography,Health Sciences,22 86 52 39 Health Sciences 199
82,83,11,23,199,radiography,Health Sciences,82 83 11 23 Health Sciences 199
17,38,52,92,199,radiography,Health Sciences,17 38 52 92 Health Sciences 199
64,40,59,36,199,radiography,Health Sciences,64 40 59 36 Health Sciences 199
49,33,28,89,199,radiography,Health Sciences,49 33 28 89 Health Sciences 199
73,31,67,28,199,radiography,Health Sciences,73 31 67 28 Health Sciences 199
23,47,59,70,199,radiography,Health Sciences,23 47 59 70 Health Sciences 199
7,32,93,67,199,radiography,Health Sciences,7 32 93 67 Health Sciences 199
36,31,73,59,199,radiography,Health Sciences,36 31 73 59 Health Sciences 199
35,86,50,28,199,radiography,Health Sciences,35 86 50 28 Health Sciences 199
0,7,97,95,199,radiography,Health Sciences,0 7 97 95 Health Sciences 199
72,24,8,95,199,radiography,Health Sciences,72 24 8 95 Health Sciences 199
18,13,94,74,199,radiography,Health Sciences,18 13 94 74 Health Sciences 199
50,51,64,34,199,radiography,Health Sciences,50 51 64 34 Health Sciences 199
60,33,59,47,199,radiography,Health Sciences,60 33 59 47 Health Sciences 199
70,72,19,38,199,radiography,Health Sciences,70 72 19 38 Health Sciences 199
99,49,10,41,199,radiography,Health Sciences,99 49 10 41 Health Sciences 199
100,35,26,38,199,radiography,Health Sciences,100 35 26 38 Health Sciences 199
58,35,94,12,199,radiography,Health Sciences,58 35 94 12 Health Sciences 199
43,95,41,20,199,radiography,Health Sciences,43 95 41 20 Health Sciences 199
57,49,33,60,199,radiography,Health Sciences,57 49 33 60 Health Sciences 199
86,62,18,33,199,radiography,Health Sciences,86 62 18 33 Health Sciences 199
65,0,82,52,199,radiography,Health Sciences,65 0 82 52 Health Sciences 199
50,49,50,50,199,radiography,Health Sciences,50 49 50 50 Health Sciences 199
0,17,83,99,199,radiography,Health Sciences,0 17 83 99 Health Sciences 199
31,86,49,33,199,radiography,Health Sciences,31 86 49 33 Health Sciences 199
56,24,68,51,199,radiography,Health Sciences,56 24 68 51 Health Sciences 199
44,19,67,69,199,radiography,Health Sciences,44 19 67 69 Health Sciences 199
87,91,13,9,200,radiography,Health Sciences,87 91 13 9 Health Sciences 200
5,53,68,74,200,radiography,Health Sciences,5 53 68 74 Health Sciences 200
31,57,51,61,200,radiography,Health Sciences,31 57 51 61 Health Sciences 200
41,92,63,4,200,radiography,Health Sciences,41 92 63 4 Health Sciences 200
69,75,5,51,200,radiography,Health Sciences,69 75 5 51 Health Sciences 200
87,39,24,50,200,radiography,Health Sciences,87 39 24 50 Health Sciences 200
82,44,59,15,200,radiography,Health Sciences,82 44 59 15 Health Sciences 200
89,24,10,77,200,radiography,Health Sciences,89 24 10 77 Health Sciences 200
0,76,46,78,200,radiography,Health Sciences,0 76 46 78 Health Sciences 200
6,73,69,52,200,radiography,Health Sciences,6 73 69 52 Health Sciences 200
38,36,68,58,200,radiography,Health Sciences,38 36 68 58 Health Sciences 200
19,26,65,90,200,radiography,Health Sciences,19 26 65 90 Health Sciences 200
19,46,92,43,200,radiography,Health Sciences,19 46 92 43 Health Sciences 200
86,54,23,37,200,radiography,Health Sciences,86 54 23 37 Health Sciences 200
43,64,45,48,200,radiography,Health Sciences,43 64 45 48 Health Sciences 200
95,4,79,22,200,radiography,Health Sciences,95 4 79 22 Health Sciences 200
0,28,97,75,200,radiography,Health Sciences,0 28 97 75 Health Sciences 200
34,81,47,38,200,radiography,Health Sciences,34 81 47 38 Health Sciences 200
15,53,35,97,200,radiography,Health Sciences,15 53 35 97 Health Sciences 200
60,22,30,88,200,radiography,Health Sciences,60 22 30 88 Health Sciences 200
27,32,49,92,200,radiography,Health Sciences,27 32 49 92 Health Sciences 200
21,81,66,32,200,radiography,Health Sciences,21 81 66 32 Health Sciences 200
25,64,50,61,200,radiography,Health Sciences,25 64 50 61 Health Sciences 200
50,23,68,59,200,radiography,Health Sciences,50 23 68 59 Health Sciences 200
69,40,8,83,200,radiography,Health Sciences,69 40 8 83 Health Sciences 200
42,18,54,86,200,radiography,Health Sciences,42 18 54 86 Health Sciences 200
55,29,38,78,200,radiography,Health Sciences,55 29 38 78 Health Sciences 200
10,50,55,85,200,radiography,Health Sciences,10 50 55 85 Health Sciences 200
28,96,30,46,200,radiography,Health Sciences,28 96 30 46 Health Sciences 200
38,5,75,82,200,radiography,Health Sciences,38 5 75 82 Health Sciences 200
89,2,91,18,200,radiography,Health Sciences,89 2 91 18 Health Sciences 200
16,87,15,82,200,radiography,Health Sciences,16 87 15 82 Health Sciences 200
64,24,57,55,200,radiography,Health Sciences,64 24 57 55 Health Sciences 200
35,44,37,84,200,radiography,Health Sciences,35 44 37 84 Health Sciences 200
13,9,82,96,200,radiography,Health Sciences,13 9 82 96 Health Sciences 200
44,32,50,74,200,radiography,Health Sciences,44 32 50 74 Health Sciences 200
97,14,87,3,201,human nutrition,Agricultural Sciences,97 14 87 3 Agricultural Sciences 201
24,73,5,99,201,human nutrition,Agricultural Sciences,24 73 5 99 Agricultural Sciences 201
60,50,32,59,201,human nutrition,Agricultural Sciences,60 50 32 59 Agricultural Sciences 201
52,17,88,44,201,human nutrition,Agricultural Sciences,52 17 88 44 Agricultural Sciences 201
13,76,34,78,201,human nutrition,Agricultural Sciences,13 76 34 78 Agricultural Sciences 201
68,50,29,54,201,human nutrition,Agricultural Sciences,68 50 29 54 Agricultural Sciences 201
23,76,16,86,201,human nutrition,Agricultural Sciences,23 76 16 86 Agricultural Sciences 201
69,23,46,63,201,human nutrition,Agricultural Sciences,69 23 46 63 Agricultural Sciences 201
87,90,7,17,201,human nutrition,Agricultural Sciences,87 90 7 17 Agricultural Sciences 201
38,84,49,30,201,human nutrition,Agricultural Sciences,38 84 49 30 Agricultural Sciences 201
5,35,66,95,201,human nutrition,Agricultural Sciences,5 35 66 95 Agricultural Sciences 201
88,7,37,69,201,human nutrition,Agricultural Sciences,88 7 37 69 Agricultural Sciences 201
85,19,31,66,201,human nutrition,Agricultural Sciences,85 19 31 66 Agricultural Sciences 201
64,78,13,46,201,human nutrition,Agricultural Sciences,64 78 13 46 Agricultural Sciences 201
52,38,20,91,201,human nutrition,Agricultural Sciences,52 38 20 91 Agricultural Sciences 201
15,45,71,70,201,human nutrition,Agricultural Sciences,15 45 71 70 Agricultural Sciences 201
64,86,12,39,201,human nutrition,Agricultural Sciences,64 86 12 39 Agricultural Sciences 201
0,68,50,83,201,human nutrition,Agricultural Sciences,0 68 50 83 Agricultural Sciences 201
63,61,37,40,201,human nutrition,Agricultural Sciences,63 61 37 40 Agricultural Sciences 201
51,43,55,52,201,human nutrition,Agricultural Sciences,51 43 55 52 Agricultural Sciences 201
46,82,25,48,201,human nutrition,Agricultural Sciences,46 82 25 48 Agricultural Sciences 201
16,81,79,25,201,human nutrition,Agricultural Sciences,16 81 79 25 Agricultural Sciences 201
39,68,52,42,201,human nutrition,Agricultural Sciences,39 68 52 42 Agricultural Sciences 201
68,40,90,3,201,human nutrition,Agricultural Sciences,68 40 90 3 Agricultural Sciences 201
12,64,39,86,201,human nutrition,Agricultural Sciences,12 64 39 86 Agricultural Sciences 201
78,21,22,80,201,human nutrition,Agricultural Sciences,78 21 22 80 Agricultural Sciences 201
20,40,65,76,201,human nutrition,Agricultural Sciences,20 40 65 76 Agricultural Sciences 201
8,89,17,87,201,human nutrition,Agricultural Sciences,8 89 17 87 Agricultural Sciences 201
35,63,25,78,201,human nutrition,Agricultural Sciences,35 63 25 78 Agricultural Sciences 201
66,54,42,39,201,human nutrition,Agricultural Sciences,66 54 42 39 Agricultural Sciences 201
3,23,78,97,201,human nutrition,Agricultural Sciences,3 23 78 97 Agricultural Sciences 201
37,62,69,33,201,human nutrition,Agricultural Sciences,37 62 69 33 Agricultural Sciences 201
44,96,52,9,201,human nutrition,Agricultural Sciences,44 96 52 9 Agricultural Sciences 201
34,41,44,82,201,human nutrition,Agricultural Sciences,34 41 44 82 Agricultural Sciences 201
62,53,64,22,201,human nutrition,Agricultural Sciences,62 53 64 22 Agricultural Sciences 201
42,71,54,34,201,human nutrition,Agricultural Sciences,42 71 54 34 Agricultural Sciences 201
23,78,15,85,201,human nutrition,Agricultural Sciences,23 78 15 85 Agricultural Sciences 201
12,99,5,85,201,human nutrition,Agricultural Sciences,12 99 5 85 Agricultural Sciences 201
60,31,60,50,201,human nutrition,Agricultural Sciences,60 31 60 50 Agricultural Sciences 201
10,59,46,86,201,human nutrition,Agricultural Sciences,10 59 46 86 Agricultural Sciences 201
39,73,61,29,202,human nutrition,Agricultural Sciences,39 73 61 29 Agricultural Sciences 202
32,59,48,63,202,human nutrition,Agricultural Sciences,32 59 48 63 Agricultural Sciences 202
33,47,79,43,202,human nutrition,Agricultural Sciences,33 47 79 43 Agricultural Sciences 202
45,57,50,50,202,human nutrition,Agricultural Sciences,45 57 50 50 Agricultural Sciences 202
87,46,36,33,202,human nutrition,Agricultural Sciences,87 46 36 33 Agricultural Sciences 202
29,75,68,30,202,human nutrition,Agricultural Sciences,29 75 68 30 Agricultural Sciences 202
43,63,72,24,202,human nutrition,Agricultural Sciences,43 63 72 24 Agricultural Sciences 202
48,29,39,86,202,human nutrition,Agricultural Sciences,48 29 39 86 Agricultural Sciences 202
21,79,85,17,202,human nutrition,Agricultural Sciences,21 79 85 17 Agricultural Sciences 202
89,50,43,20,202,human nutrition,Agricultural Sciences,89 50 43 20 Agricultural Sciences 202
94,17,81,10,202,human nutrition,Agricultural Sciences,94 17 81 10 Agricultural Sciences 202
83,58,17,44,202,human nutrition,Agricultural Sciences,83 58 17 44 Agricultural Sciences 202
4,68,51,79,202,human nutrition,Agricultural Sciences,4 68 51 79 Agricultural Sciences 202
16,85,64,37,202,human nutrition,Agricultural Sciences,16 85 64 37 Agricultural Sciences 202
89,66,35,12,202,human nutrition,Agricultural Sciences,89 66 35 12 Agricultural Sciences 202
39,78,27,58,202,human nutrition,Agricultural Sciences,39 78 27 58 Agricultural Sciences 202
45,59,39,59,202,human nutrition,Agricultural Sciences,45 59 39 59 Agricultural Sciences 202
41,81,63,17,202,human nutrition,Agricultural Sciences,41 81 63 17 Agricultural Sciences 202
77,57,52,16,202,human nutrition,Agricultural Sciences,77 57 52 16 Agricultural Sciences 202
4,57,58,83,202,human nutrition,Agricultural Sciences,4 57 58 83 Agricultural Sciences 202
71,93,38,0,202,human nutrition,Agricultural Sciences,71 93 38 0 Agricultural Sciences 202
95,4,62,41,202,human nutrition,Agricultural Sciences,95 4 62 41 Agricultural Sciences 202
11,89,73,29,202,human nutrition,Agricultural Sciences,11 89 73 29 Agricultural Sciences 202
98,12,40,52,202,human nutrition,Agricultural Sciences,98 12 40 52 Agricultural Sciences 202
42,24,65,71,202,human nutrition,Agricultural Sciences,42 24 65 71 Agricultural Sciences 202
67,55,59,21,202,human nutrition,Agricultural Sciences,67 55 59 21 Agricultural Sciences 202
42,21,95,44,202,human nutrition,Agricultural Sciences,42 21 95 44 Agricultural Sciences 202
20,44,87,51,202,human nutrition,Agricultural Sciences,20 44 87 51 Agricultural Sciences 202
43,6,57,96,202,human nutrition,Agricultural Sciences,43 6 57 96 Agricultural Sciences 202
88,43,46,25,202,human nutrition,Agricultural Sciences,88 43 46 25 Agricultural Sciences 202
40,64,17,81,202,human nutrition,Agricultural Sciences,40 64 17 81 Agricultural Sciences 202
77,7,78,40,202,human nutrition,Agricultural Sciences,77 7 78 40 Agricultural Sciences 202
40,10,57,95,202,human nutrition,Agricultural Sciences,40 10 57 95 Agricultural Sciences 202
41,30,52,79,202,human nutrition,Agricultural Sciences,41 30 52 79 Agricultural Sciences 202
76,23,46,57,202,human nutrition,Agricultural Sciences,76 23 46 57 Agricultural Sciences 202
58,79,64,1,202,human nutrition,Agricultural Sciences,58 79 64 1 Agricultural Sciences 202
76,14,34,79,203,human nutrition,Agricultural Sciences,76 14 34 79 Agricultural Sciences 203
76,48,38,41,203,human nutrition,Agricultural Sciences,76 48 38 41 Agricultural Sciences 203
17,83,46,57,203,human nutrition,Agricultural Sciences,17 83 46 57 Agricultural Sciences 203
91,50,20,42,203,human nutrition,Agricultural Sciences,91 50 20 42 Agricultural Sciences 203
65,27,33,78,203,human nutrition,Agricultural Sciences,65 27 33 78 Agricultural Sciences 203
15,77,35,76,203,human nutrition,Agricultural Sciences,15 77 35 76 Agricultural Sciences 203
51,58,76,18,203,human nutrition,Agricultural Sciences,51 58 76 18 Agricultural Sciences 203
36,14,58,95,203,human nutrition,Agricultural Sciences,36 14 58 95 Agricultural Sciences 203
46,26,37,94,203,human nutrition,Agricultural Sciences,46 26 37 94 Agricultural Sciences 203
25,40,64,74,203,human nutrition,Agricultural Sciences,25 40 64 74 Agricultural Sciences 203
16,75,37,75,203,human nutrition,Agricultural Sciences,16 75 37 75 Agricultural Sciences 203
50,50,49,54,203,human nutrition,Agricultural Sciences,50 50 49 54 Agricultural Sciences 203
38,94,21,50,203,human nutrition,Agricultural Sciences,38 94 21 50 Agricultural Sciences 203
21,31,93,58,203,human nutrition,Agricultural Sciences,21 31 93 58 Agricultural Sciences 203
54,37,47,65,203,human nutrition,Agricultural Sciences,54 37 47 65 Agricultural Sciences 203
17,82,45,59,203,human nutrition,Agricultural Sciences,17 82 45 59 Agricultural Sciences 203
45,40,84,34,203,human nutrition,Agricultural Sciences,45 40 84 34 Agricultural Sciences 203
36,76,25,66,203,human nutrition,Agricultural Sciences,36 76 25 66 Agricultural Sciences 203
18,62,92,31,203,human nutrition,Agricultural Sciences,18 62 92 31 Agricultural Sciences 203
53,61,71,18,203,human nutrition,Agricultural Sciences,53 61 71 18 Agricultural Sciences 203
53,72,21,57,203,human nutrition,Agricultural Sciences,53 72 21 57 Agricultural Sciences 203
15,73,28,87,203,human nutrition,Agricultural Sciences,15 73 28 87 Agricultural Sciences 203
0,80,97,26,203,human nutrition,Agricultural Sciences,0 80 97 26 Agricultural Sciences 203
61,90,29,23,203,human nutrition,Agricultural Sciences,61 90 29 23 Agricultural Sciences 203
0,40,71,92,203,human nutrition,Agricultural Sciences,0 40 71 92 Agricultural Sciences 203
46,56,85,16,203,human nutrition,Agricultural Sciences,46 56 85 16 Agricultural Sciences 203
37,48,73,45,203,human nutrition,Agricultural Sciences,37 48 73 45 Agricultural Sciences 203
66,4,63,70,203,human nutrition,Agricultural Sciences,66 4 63 70 Agricultural Sciences 203
92,20,12,79,203,human nutrition,Agricultural Sciences,92 20 12 79 Agricultural Sciences 203
75,23,92,13,203,human nutrition,Agricultural Sciences,75 23 92 13 Agricultural Sciences 203
37,34,75,57,203,human nutrition,Agricultural Sciences,37 34 75 57 Agricultural Sciences 203
13,56,53,81,203,human nutrition,Agricultural Sciences,13 56 53 81 Agricultural Sciences 203
88,57,43,15,203,human nutrition,Agricultural Sciences,88 57 43 15 Agricultural Sciences 203
75,31,58,40,204,human nutrition,Agricultural Sciences,75 31 58 40 Agricultural Sciences 204
98,0,77,29,204,human nutrition,Agricultural Sciences,98 0 77 29 Agricultural Sciences 204
49,22,92,41,204,human nutrition,Agricultural Sciences,49 22 92 41 Agricultural Sciences 204
76,27,65,36,204,human nutrition,Agricultural Sciences,76 27 65 36 Agricultural Sciences 204
62,30,20,92,204,human nutrition,Agricultural Sciences,62 30 20 92 Agricultural Sciences 204
88,70,24,22,204,human nutrition,Agricultural Sciences,88 70 24 22 Agricultural Sciences 204
48,74,29,53,204,human nutrition,Agricultural Sciences,48 74 29 53 Agricultural Sciences 204
7,67,63,67,204,human nutrition,Agricultural Sciences,7 67 63 67 Agricultural Sciences 204
64,87,33,20,204,human nutrition,Agricultural Sciences,64 87 33 20 Agricultural Sciences 204
92,50,32,30,204,human nutrition,Agricultural Sciences,92 50 32 30 Agricultural Sciences 204
64,42,75,23,204,human nutrition,Agricultural Sciences,64 42 75 23 Agricultural Sciences 204
90,26,62,26,204,human nutrition,Agricultural Sciences,90 26 62 26 Agricultural Sciences 204
42,81,63,18,204,human nutrition,Agricultural Sciences,42 81 63 18 Agricultural Sciences 204
44,69,60,31,204,human nutrition,Agricultural Sciences,44 69 60 31 Agricultural Sciences 204
75,26,29,74,204,human nutrition,Agricultural Sciences,75 26 29 74 Agricultural Sciences 204
40,64,69,31,204,human nutrition,Agricultural Sciences,40 64 69 31 Agricultural Sciences 204
9,1,94,100,204,human nutrition,Agricultural Sciences,9 1 94 100 Agricultural Sciences 204
39,56,32,77,204,human nutrition,Agricultural Sciences,39 56 32 77 Agricultural Sciences 204
70,41,51,42,204,human nutrition,Agricultural Sciences,70 41 51 42 Agricultural Sciences 204
14,51,71,68,204,human nutrition,Agricultural Sciences,14 51 71 68 Agricultural Sciences 204
67,84,15,38,204,human nutrition,Agricultural Sciences,67 84 15 38 Agricultural Sciences 204
16,77,44,67,204,human nutrition,Agricultural Sciences,16 77 44 67 Agricultural Sciences 204
15,46,77,66,204,human nutrition,Agricultural Sciences,15 46 77 66 Agricultural Sciences 204
41,86,12,65,204,human nutrition,Agricultural Sciences,41 86 12 65 Agricultural Sciences 204
46,96,11,51,204,human nutrition,Agricultural Sciences,46 96 11 51 Agricultural Sciences 204
88,4,31,81,204,human nutrition,Agricultural Sciences,88 4 31 81 Agricultural Sciences 204
54,86,43,21,204,human nutrition,Agricultural Sciences,54 86 43 21 Agricultural Sciences 204
78,10,45,71,204,human nutrition,Agricultural Sciences,78 10 45 71 Agricultural Sciences 204
80,10,39,75,204,human nutrition,Agricultural Sciences,80 10 39 75 Agricultural Sciences 204
95,6,19,85,205,human nutrition,Agricultural Sciences,95 6 19 85 Agricultural Sciences 205
31,96,22,56,205,human nutrition,Agricultural Sciences,31 96 22 56 Agricultural Sciences 205
10,12,91,92,205,human nutrition,Agricultural Sciences,10 12 91 92 Agricultural Sciences 205
36,42,77,50,205,human nutrition,Agricultural Sciences,36 42 77 50 Agricultural Sciences 205
54,10,64,77,205,human nutrition,Agricultural Sciences,54 10 64 77 Agricultural Sciences 205
57,52,37,59,205,human nutrition,Agricultural Sciences,57 52 37 59 Agricultural Sciences 205
49,91,2,63,205,human nutrition,Agricultural Sciences,49 91 2 63 Agricultural Sciences 205
62,47,41,55,205,human nutrition,Agricultural Sciences,62 47 41 55 Agricultural Sciences 205
62,62,61,20,205,human nutrition,Agricultural Sciences,62 62 61 20 Agricultural Sciences 205
35,37,49,84,205,human nutrition,Agricultural Sciences,35 37 49 84 Agricultural Sciences 205
31,96,69,9,205,human nutrition,Agricultural Sciences,31 96 69 9 Agricultural Sciences 205
78,63,49,15,205,human nutrition,Agricultural Sciences,78 63 49 15 Agricultural Sciences 205
55,77,49,24,205,human nutrition,Agricultural Sciences,55 77 49 24 Agricultural Sciences 205
51,85,29,40,205,human nutrition,Agricultural Sciences,51 85 29 40 Agricultural Sciences 205
85,58,50,12,205,human nutrition,Agricultural Sciences,85 58 50 12 Agricultural Sciences 205
12,85,63,45,205,human nutrition,Agricultural Sciences,12 85 63 45 Agricultural Sciences 205
52,57,32,64,205,human nutrition,Agricultural Sciences,52 57 32 64 Agricultural Sciences 205
86,7,22,90,205,human nutrition,Agricultural Sciences,86 7 22 90 Agricultural Sciences 205
55,96,52,2,205,human nutrition,Agricultural Sciences,55 96 52 2 Agricultural Sciences 205
81,0,89,35,205,human nutrition,Agricultural Sciences,81 0 89 35 Agricultural Sciences 205
79,18,61,47,205,human nutrition,Agricultural Sciences,79 18 61 47 Agricultural Sciences 205
69,84,34,18,205,human nutrition,Agricultural Sciences,69 84 34 18 Agricultural Sciences 205
59,83,17,46,205,human nutrition,Agricultural Sciences,59 83 17 46 Agricultural Sciences 205
